Year,prev_year,State,District,current_crime_rate,prev_crime_rate,yoy_absolute_change,yoy_percent_change,trend_direction
2022,2021,Karnataka,Uttara Kannada,2.0,1.45,0.55,37.73,STABLE
2022,2021,Punjab,Hoshiarpur,7.02,6.47,0.55,8.55,STABLE
2023,2022,Uttar Pradesh,Amethi,6.35,5.8,0.55,9.49,STABLE
2022,2021,Uttar Pradesh,Ghazipur,7.23,6.68,0.55,8.28,STABLE
2024,2023,Himachal Pradesh,Nurpur,1.71,1.17,0.54,45.78,STABLE
2023,2022,Telangana,Nalgonda,8.27,7.73,0.54,7.03,STABLE
2022,2021,Bihar,Madhepura,2.48,1.95,0.53,26.87,STABLE
2024,2023,Chhattisgarh,Kanker,2.39,1.86,0.53,28.77,STABLE
2024,2023,Chhattisgarh,Koriya,3.96,3.43,0.53,15.41,STABLE
2023,2022,Madhya Pradesh,Khandwa,10.29,9.76,0.53,5.46,STABLE
2024,2023,Assam,Tamulpur,2.11,1.59,0.52,33.11,STABLE
2024,2023,Assam,Udalguri,5.23,4.71,0.52,11.16,STABLE
2023,2022,West Bengal,Bidhannagar PC,8.89,8.37,0.52,6.19,STABLE
2022,2021,Bihar,Banka,1.71,1.2,0.51,42.91,STABLE
2023,2022,Gujarat,Bharuch,2.86,2.35,0.51,21.46,STABLE
2022,2021,Gujarat,Junagadh,3.49,2.98,0.51,17.12,STABLE
2022,2021,Karnataka,Kolar,2.38,1.87,0.51,27.43,STABLE
2024,2023,Karnataka,Mangaluru City,3.42,2.91,0.51,17.41,STABLE
2023,2022,Uttar Pradesh,Sonbhadra,8.17,7.66,0.51,6.71,STABLE
2023,2022,Gujarat,Junagadh,3.99,3.49,0.5,14.42,STABLE
2024,2023,Maharashtra,Gondia,2.31,1.81,0.5,27.32,STABLE
2023,2022,West Bengal,Sundarban Police,19.21,18.71,0.5,2.66,STABLE
2022,2021,Odisha,DCP CTC,11.17,10.68,0.49,4.59,STABLE
2022,2021,Chhattisgarh,Kabirdham,3.18,2.7,0.48,17.58,STABLE
2022,2021,Goa,CID,0.6,0.12,0.48,403.2,STABLE
2023,2022,Jharkhand,Latehar,6.94,6.46,0.48,7.44,STABLE
2022,2021,Manipur,Ukhrul,0.95,0.47,0.48,101.02,STABLE
2022,2021,Punjab,Jalandhar Rural,3.33,2.85,0.48,16.67,STABLE
2023,2022,Telangana,Jogulamba Gadwal,2.0,1.52,0.48,31.52,STABLE
2022,2021,West Bengal,Barasat,17.99,17.51,0.48,2.72,STABLE
2023,2022,West Bengal,Ranaghat,17.38,16.9,0.48,2.83,STABLE
2024,2023,Delhi,IGI Airport,0.94,0.47,0.47,99.06,STABLE
2023,2022,West Bengal,Howrah PC,13.64,13.17,0.47,3.58,STABLE
2023,2022,Assam,Karbi Anglong,1.82,1.36,0.46,33.44,STABLE
2022,2021,Madhya Pradesh,Raisen,14.17,13.71,0.46,3.33,STABLE
2022,2021,Maharashtra,Raigad,2.6,2.14,0.46,21.71,STABLE
2024,2023,Nagaland,Dimapur,0.92,0.46,0.46,100.39,STABLE
2024,2023,Chhattisgarh,Rajnandgaon,3.56,3.11,0.45,14.42,STABLE
2022,2021,Puducherry,Total Districts ,2.87,2.42,0.45,18.66,STABLE
2024,2023,Tamil Nadu,Tiruppur,0.77,0.32,0.45,143.91,STABLE
2022,2021,Tripura,Gomati,7.27,6.82,0.45,6.54,STABLE
2023,2022,Bihar,Darbhanga,1.92,1.48,0.44,29.76,STABLE
2024,2023,Gujarat,Narmada,1.62,1.18,0.44,37.47,STABLE
2023,2022,Haryana,Nuh,13.32,12.88,0.44,3.4,STABLE
2022,2021,Karnataka,Udupi,2.95,2.51,0.44,17.48,STABLE
2023,2021,Nagaland,Tuensang,0.44,0.0,0.44,,STABLE
2024,2023,Chhattisgarh,Bizapur,1.17,0.74,0.43,57.59,STABLE
2023,2022,Himachal Pradesh,Shimla,3.42,2.99,0.43,14.34,STABLE
2022,2021,Odisha,Jagatsinghpur,10.56,10.13,0.43,4.24,STABLE
2022,2021,Tamil Nadu,Thanjavur,2.06,1.63,0.43,26.66,STABLE
2023,2022,Uttar Pradesh,Fatehgarh,6.42,5.99,0.43,7.11,STABLE
2024,2023,Uttar Pradesh,Sultanpur,3.16,2.73,0.43,15.96,STABLE
2023,2022,West Bengal,Hooghly Rural Police,14.78,14.35,0.43,3.03,STABLE
2024,2023,Chhattisgarh,Surajpur,2.97,2.55,0.42,16.68,STABLE
2022,2021,Jharkhand,Giridih,6.22,5.8,0.42,7.32,STABLE
2023,2022,Punjab,Faridkot,3.24,2.82,0.42,15.04,STABLE
2022,2021,Uttar Pradesh,Unnao,7.81,7.39,0.42,5.75,STABLE
2023,2022,Gujarat,Panchmahal,2.14,1.73,0.41,23.88,STABLE
2022,2021,Haryana,Rohtak,27.7,27.29,0.41,1.52,STABLE
2022,2021,Punjab,Malerkotla,2.61,2.2,0.41,18.76,STABLE
2023,2022,Tamil Nadu,Thiruvarur,2.06,1.65,0.41,24.79,STABLE
2023,2022,Uttar Pradesh,Gonda,3.09,2.68,0.41,15.12,STABLE
2022,2021,Andhra Pradesh,Chittoor,7.73,7.33,0.4,5.41,STABLE
2024,2023,Tamil Nadu,Kanchipuram,0.72,0.32,0.4,121.6,STABLE
2023,2022,Tamil Nadu,Thirunelveli City,0.76,0.36,0.4,110.52,STABLE
2023,2022,Tamil Nadu,Virudhunagar,2.1,1.7,0.4,23.44,STABLE
2023,2022,Assam,Dibrugarh,9.7,9.31,0.39,4.19,STABLE
2022,2021,Bihar,Bagaha,2.15,1.76,0.39,22.03,STABLE
2023,2022,Bihar,Madhubani,1.82,1.43,0.39,26.92,STABLE
2023,2022,Chhattisgarh,Rajnandgaon,3.11,2.72,0.39,14.53,STABLE
2022,2021,Manipur,Imphal East,1.72,1.33,0.39,28.88,STABLE
2023,2022,Uttar Pradesh,Kanpur Commissionarate,39.4,39.01,0.39,1.0,STABLE
2022,2021,Jammu & Kashmir,Kishtwar,3.77,3.39,0.38,11.13,STABLE
2022,2021,Telangana,Medak,4.59,4.21,0.38,8.92,STABLE
2023,2022,Bihar,Gopalganj,2.61,2.24,0.37,16.51,STABLE
2022,2021,Gujarat,Gandhinagar,3.31,2.94,0.37,12.72,STABLE
2022,2021,Gujarat,Surat Rural,0.67,0.3,0.37,123.13,STABLE
2023,2022,Telangana,Nizamabad Commissionerate,10.79,10.42,0.37,3.55,STABLE
2024,2023,Gujarat,Valsad,0.92,0.56,0.36,64.06,STABLE
2023,2022,Madhya Pradesh,Alirajpur,4.89,4.53,0.36,7.88,STABLE
2024,2023,Manipur,Senapati,0.36,0.0,0.36,,STABLE
2024,2023,Tamil Nadu,Chengalpattu,0.83,0.47,0.36,76.85,STABLE
2022,2021,Tamil Nadu,Sivagangai,1.73,1.37,0.36,26.11,STABLE
2022,2021,Bihar,Vaishali,3.04,2.69,0.35,13.14,STABLE
2023,2022,Gujarat,Ahmedabad Rural,1.21,0.86,0.35,40.09,STABLE
2022,2021,Tamil Nadu,Tiruppur,0.74,0.39,0.35,91.79,STABLE
2022,2021,Uttar Pradesh,Bahraich,3.02,2.67,0.35,13.2,STABLE
2023,2022,West Bengal,Birbhum,10.45,10.1,0.35,3.42,STABLE
2022,2021,West Bengal,Kolkata,16.92,16.57,0.35,2.1,STABLE
2022,2021,Chhattisgarh,Durg,5.59,5.25,0.34,6.42,STABLE
2022,2021,Meghalaya,Garo Hills South West,0.34,0.0,0.34,,STABLE
2023,2022,West Bengal,Siliguri PC,12.04,11.7,0.34,2.92,STABLE
2022,2021,Madhya Pradesh,Chhindwara,6.03,5.7,0.33,5.84,STABLE
2024,2023,Meghalaya,Garo Hills South,1.34,1.01,0.33,32.96,STABLE
2023,2021,Nagaland,Kohima,0.65,0.32,0.33,100.32,STABLE
2024,2023,Sikkim,Total Districts ,1.23,0.9,0.33,36.36,STABLE
2023,2022,Telangana,Kumaram Bheem Asifabad,2.84,2.51,0.33,13.31,STABLE
2023,2022,Telangana,Narayanpet,1.63,1.3,0.33,25.83,STABLE
2022,2021,Uttar Pradesh,Ayodhya,2.82,2.49,0.33,13.04,STABLE
2022,2021,Uttar Pradesh,Deoria,1.54,1.21,0.33,27.72,STABLE
2023,2022,Uttar Pradesh,Sultanpur,2.73,2.4,0.33,13.53,STABLE
2023,2022,West Bengal,Howrah Rural,11.49,11.16,0.33,3.0,STABLE
2023,2022,Bihar,Kaimur(Bhabhua),3.37,3.05,0.32,10.58,STABLE
2023,2022,Bihar,Siwan,2.38,2.06,0.32,15.39,STABLE
2024,2023,Chhattisgarh,Gaurela-Pendra-Marwari,1.86,1.54,0.32,20.95,STABLE
2023,2022,Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,1.33,1.01,0.32,32.0,STABLE
2022,2021,Gujarat,Rajkot Rural,2.17,1.85,0.32,17.21,STABLE
2023,2022,Madhya Pradesh,Barwani,7.28,6.96,0.32,4.53,STABLE
2022,2021,Maharashtra,Palghar,1.9,1.58,0.32,20.23,STABLE
2022,2021,Manipur,Churachandpur,0.32,0.0,0.32,,STABLE
2023,2022,Punjab,Hoshiarpur,7.34,7.02,0.32,4.63,STABLE
2022,2021,Tamil Nadu,Ramnathapuram,0.9,0.58,0.32,55.81,STABLE
2023,2022,Tamil Nadu,Ranipet,0.43,0.11,0.32,297.02,STABLE
2022,2021,Tamil Nadu,Tenkasi,0.83,0.51,0.32,64.22,STABLE
2024,2023,Tamil Nadu,Virudhunagar,2.42,2.1,0.32,15.01,STABLE
2023,2022,Andhra Pradesh,Prakasam,14.72,14.41,0.31,2.15,STABLE
2023,2022,Bihar,Buxar,3.21,2.9,0.31,10.51,STABLE
2022,2021,Bihar,Jehanabad,2.94,2.63,0.31,11.9,STABLE
2023,2022,Gujarat,Gandhinagar,3.62,3.31,0.31,9.32,STABLE
2023,2022,Gujarat,Kachchh West(B),2.38,2.07,0.31,14.81,STABLE
2023,2022,Telangana,Nagarkurnool,4.17,3.86,0.31,8.08,STABLE
2024,2023,Assam,Hamren,0.75,0.45,0.3,65.6,STABLE
2022,2021,Haryana,GRP,0.52,0.22,0.3,135.47,STABLE
2022,2021,Jharkhand,Chaibasa,3.09,2.79,0.3,10.72,STABLE
2022,2021,Madhya Pradesh,Harda,17.83,17.53,0.3,1.71,STABLE
2022,2021,Delhi,IGI Airport,0.38,0.09,0.29,302.36,STABLE
2022,2021,Himachal Pradesh,Kangra,4.03,3.74,0.29,7.67,STABLE
2022,2021,Maharashtra,Pune Rural,4.12,3.83,0.29,7.65,STABLE
2022,2021,Tamil Nadu,Pudukottai,1.37,1.08,0.29,26.49,STABLE
2024,2023,Uttar Pradesh,Ambedkar Nagar,2.9,2.61,0.29,11.07,STABLE
2022,2021,Bihar,Saharsa,1.74,1.46,0.28,18.85,STABLE
2022,2021,Gujarat,Botad,0.52,0.24,0.28,115.01,STABLE
2022,2021,Gujarat,Dahod,0.83,0.55,0.28,50.15,STABLE
2022,2021,Gujarat,Jamnagar,2.05,1.77,0.28,15.74,STABLE
2023,2022,Gujarat,Kachchh East(G),2.49,2.21,0.28,12.61,STABLE
2023,2022,Jammu & Kashmir,Awantipora,1.53,1.25,0.28,22.12,STABLE
2023,2022,Karnataka,Chamarajnagar,1.9,1.62,0.28,16.96,STABLE
2023,2022,Karnataka,Mangaluru City,2.91,2.63,0.28,10.53,STABLE
2024,2023,Maharashtra,Thane Rural,0.88,0.6,0.28,47.27,STABLE
2023,2022,Odisha,Malkangiri,25.81,25.53,0.28,1.11,STABLE
2022,2021,Puducherry,Puducherry,1.74,1.46,0.28,18.85,STABLE
2023,2022,Uttarakhand,Rudra Prayag,0.42,0.14,0.28,201.47,STABLE
2024,2023,Jharkhand,Palamu,6.01,5.74,0.27,4.75,STABLE
2022,2021,Kerala,Ernakulam Commr.,8.46,8.19,0.27,3.28,STABLE
2022,2021,Uttar Pradesh,Kaushambi,6.85,6.58,0.27,4.14,STABLE
2022,2021,West Bengal,Birbhum,10.1,9.83,0.27,2.73,STABLE
2022,2021,West Bengal,Howrah PC,13.17,12.9,0.27,2.11,STABLE
2023,2022,West Bengal,Jangipur Police District,14.48,14.21,0.27,1.9,STABLE
2023,2022,Bihar,Madhepura,2.74,2.48,0.26,10.66,STABLE
2023,2022,Bihar,Purnea,4.89,4.63,0.26,5.55,STABLE
2022,2021,Chhattisgarh,Balod,2.33,2.07,0.26,12.66,STABLE
2022,2021,Chhattisgarh,Bizapur,0.74,0.48,0.26,55.05,STABLE
2024,2023,Chhattisgarh,Sukma,0.9,0.64,0.26,41.43,STABLE
2023,2022,Madhya Pradesh,Sehore,11.47,11.21,0.26,2.35,STABLE
2024,2023,Maharashtra,Nagpur Rural,1.68,1.42,0.26,18.3,STABLE
2023,2022,Tamil Nadu,Ramnathapuram,1.16,0.9,0.26,28.53,STABLE
2023,2022,Jharkhand,Chaibasa,3.34,3.09,0.25,7.94,STABLE
2024,2023,Jharkhand,Chatra,6.59,6.34,0.25,3.99,STABLE
2024,2023,Sikkim,Gyalshing (West),0.41,0.16,0.25,149.99,STABLE
2022,2021,Sikkim,Total Districts ,1.23,0.98,0.25,24.99,STABLE
2023,2022,Tamil Nadu,Avadi,1.37,1.12,0.25,22.41,STABLE
2023,2022,Tamil Nadu,Thiruvannamalai,0.9,0.65,0.25,38.5,STABLE
2023,2022,Gujarat,Jamnagar,2.29,2.05,0.24,11.54,STABLE
2022,2021,Madhya Pradesh,Agar,5.42,5.18,0.24,4.57,STABLE
2024,2023,Sikkim,Gangtok (East),0.49,0.25,0.24,99.18,STABLE
2024,2023,Assam,Sibsagar,1.21,0.98,0.23,23.31,STABLE
2023,2022,Bihar,Saharsa,1.97,1.74,0.23,13.31,STABLE
2023,2022,Jharkhand,Dhanbad,4.96,4.73,0.23,4.88,STABLE
2024,2023,Maharashtra,Mumbai Railway,0.29,0.06,0.23,395.49,STABLE
2022,2021,Maharashtra,Nasik Commr.,2.78,2.55,0.23,9.19,STABLE
2022,2021,Uttar Pradesh,Fatehpur,8.26,8.03,0.23,2.91,STABLE
2023,2022,Bihar,Nawadah,2.28,2.06,0.22,10.92,STABLE
2022,2021,Gujarat,Tapi,0.65,0.43,0.22,50.81,STABLE
2023,2022,Himachal Pradesh,Baddi,2.67,2.45,0.22,8.86,STABLE
2022,2021,Karnataka,Belagavi District,8.51,8.29,0.22,2.65,STABLE
2023,2022,Kerala,Ernakulam Rural,10.6,10.38,0.22,2.07,STABLE
2024,2023,Tamil Nadu,Thirunelveli,1.23,1.01,0.22,21.68,STABLE
2022,2021,Tamil Nadu,Virudhunagar,1.7,1.48,0.22,15.07,STABLE
2023,2022,Bihar,Kishanganj,3.5,3.29,0.21,6.31,STABLE
2024,2023,Chhattisgarh,Bemetra,1.48,1.27,0.21,16.29,STABLE
2024,2023,Chhattisgarh,Dantewara,0.9,0.69,0.21,30.55,STABLE
2022,2021,Gujarat,Bhavnagar,3.14,2.93,0.21,7.23,STABLE
2023,2022,Gujarat,Mahisagar,0.66,0.45,0.21,46.95,STABLE
2022,2021,Gujarat,Morbi,0.73,0.52,0.21,40.86,STABLE
2022,2021,Karnataka,Dakshina Kannada,1.71,1.5,0.21,14.15,STABLE
2023,2022,Tamil Nadu,Kanchipuram,0.32,0.11,0.21,195.46,STABLE
2023,2022,Uttar Pradesh,Ghaziabad,18.82,18.61,0.21,1.12,STABLE
2023,2022,Andhra Pradesh,Kurnool,7.92,7.72,0.2,2.55,STABLE
2023,2022,Bihar,Supaul,1.68,1.48,0.2,13.33,STABLE
2022,2021,Himachal Pradesh,Kullu,3.38,3.18,0.2,6.38,STABLE
2022,2021,Tamil Nadu,Coimbatore,0.8,0.6,0.2,32.56,STABLE
2022,2021,Tamil Nadu,Cuddalore,2.47,2.27,0.2,8.85,STABLE
2022,2021,Telangana,Jogulamba Gadwal,1.52,1.32,0.2,14.84,STABLE
2023,2022,West Bengal,Alipurduar,8.28,8.08,0.2,2.5,STABLE
2022,2021,Delhi,RAILWAY,0.19,0.0,0.19,,STABLE
2023,2022,Manipur,Imphal East,1.91,1.72,0.19,11.32,STABLE
2024,2023,Manipur,Imphal East,2.1,1.91,0.19,10.15,STABLE
2022,2021,Punjab,Muktsar,3.47,3.28,0.19,5.85,STABLE
2024,2023,Tamil Nadu,Chennai,2.17,1.98,0.19,9.4,STABLE
2024,2023,Uttar Pradesh,Bhadohi,0.68,0.49,0.19,39.92,STABLE
2022,2021,Gujarat,Vadodara Rural,0.83,0.65,0.18,28.26,STABLE
2023,2022,Madhya Pradesh,Vidisha,10.61,10.43,0.18,1.72,STABLE
2023,2022,Odisha,DCP BBSR,5.55,5.37,0.18,3.34,STABLE
2023,2022,Punjab,Amritsar Rural,2.2,2.02,0.18,8.64,STABLE
2022,2021,Tamil Nadu,Coimbatore City,1.06,0.88,0.18,20.44,STABLE
2024,2023,Tamil Nadu,Kanyakumari,0.43,0.25,0.18,70.15,STABLE
2022,2021,Tamil Nadu,Trichy,3.1,2.92,0.18,6.01,STABLE
2023,2022,Tamil Nadu,Vellore,0.64,0.46,0.18,37.96,STABLE
2023,2022,Uttar Pradesh,Basti,2.54,2.36,0.18,7.44,STABLE
2024,2023,Uttar Pradesh,Basti,2.72,2.54,0.18,7.07,STABLE
2022,2021,West Bengal,Jalpaiguri,7.59,7.41,0.18,2.44,STABLE
2024,2023,Gujarat,Arvalli,0.79,0.62,0.17,27.03,STABLE
2024,2023,Gujarat,Dahod,0.76,0.59,0.17,29.4,STABLE
2022,2021,Gujarat,Devbhumi Dwarka,1.59,1.42,0.17,12.25,STABLE
2023,2022,Karnataka,Haveri,3.05,2.88,0.17,5.73,STABLE
2024,2023,Kerala,Railways,0.2,0.03,0.17,493.3,STABLE
2024,2023,Madhya Pradesh,Bhopal Railway,0.35,0.18,0.17,98.08,STABLE
2024,2023,Madhya Pradesh,Jabalpur Railway,0.35,0.18,0.17,98.08,STABLE
2022,2021,Maharashtra,Nagpur Rural,1.27,1.1,0.17,15.2,STABLE
2023,2022,Punjab,Moga,3.84,3.67,0.17,4.7,STABLE
2024,2023,Sikkim,Namchi (South),0.33,0.16,0.17,101.21,STABLE
2023,2022,Chhattisgarh,Dantewara,0.69,0.53,0.16,30.12,STABLE
2022,2021,Himachal Pradesh,Sirmaur,7.22,7.06,0.16,2.31,STABLE
2023,2022,Karnataka,Gadag,2.86,2.7,0.16,6.1,STABLE
2022,2021,Tamil Nadu,Nagapattinam,1.45,1.29,0.16,12.31,STABLE
2022,2021,Uttar Pradesh,Gautambudh Nagar,11.47,11.31,0.16,1.44,STABLE
2022,2021,West Bengal,Dakshin Dinajpur,10.12,9.96,0.16,1.61,STABLE
2022,2021,West Bengal,Purab Medinipur,20.77,20.61,0.16,0.76,STABLE
2022,2021,Assam,GRP,0.15,0.0,0.15,,STABLE
2022,2021,Chhattisgarh,Gaurela-Pendra-Marwari,0.95,0.8,0.15,19.43,STABLE
2023,2022,Gujarat,Narmada,1.18,1.03,0.15,14.43,STABLE
2023,2022,Maharashtra,Nagpur Rural,1.42,1.27,0.15,11.75,STABLE
2022,2021,Maharashtra,Solapur Commr.,4.57,4.42,0.15,3.42,STABLE
2022,2021,Punjab,Ludhiana Rural,1.19,1.04,0.15,14.0,STABLE
2023,2022,Tamil Nadu,Kallakurichi,1.12,0.97,0.15,14.9,STABLE
2024,2023,Tamil Nadu,Thiruvannamalai,1.05,0.9,0.15,16.34,STABLE
2023,2022,Gujarat,Botad,0.66,0.52,0.14,27.35,STABLE
2024,2023,Gujarat,Navsari,0.92,0.78,0.14,17.23,STABLE
2022,2021,Jammu & Kashmir,Railways Katra,0.14,0.0,0.14,,STABLE
2022,2021,Karnataka,Bagalkot,2.21,2.07,0.14,6.73,STABLE
2022,2021,Madhya Pradesh,Katni,7.54,7.4,0.14,1.85,STABLE
2022,2021,Tamil Nadu,Kallakurichi,0.97,0.83,0.14,16.82,STABLE
2022,2021,Tamil Nadu,Thiruvarur,1.65,1.51,0.14,9.04,STABLE
2024,2023,Tamil Nadu,Tiruppur City,0.28,0.14,0.14,99.56,STABLE
2023,2022,Tamil Nadu,Trichy City,1.01,0.87,0.14,16.57,STABLE
2023,2022,Uttar Pradesh,Mainpuri,12.05,11.91,0.14,1.15,STABLE
2022,2021,Uttarakhand,GRP,0.14,0.0,0.14,,STABLE
2022,2021,West Bengal,Bankura,7.95,7.81,0.14,1.8,STABLE
2022,2021,West Bengal,Hooghly Rural Police,14.35,14.21,0.14,0.99,STABLE
2022,2021,Bihar,Siwan,2.06,1.93,0.13,6.62,STABLE
2024,2023,Madhya Pradesh,Umaria,6.74,6.61,0.13,1.99,STABLE
2022,2021,Maharashtra,Thane Rural,0.75,0.62,0.13,20.75,STABLE
2023,2022,Madhya Pradesh,Bhopal Railway,0.18,0.06,0.12,205.61,STABLE
2022,2021,Madhya Pradesh,Jabalpur Railway,0.18,0.06,0.12,205.61,STABLE
2024,2023,Maharashtra,Nagpur Railway,0.12,0.0,0.12,,STABLE
2024,2023,Odisha,CID CB,0.12,0.0,0.12,,STABLE
2023,2022,Rajasthan,Dholpur,20.48,20.36,0.12,0.59,STABLE
2023,2022,West Bengal,Chandannagar PC,11.77,11.65,0.12,1.01,STABLE
2022,2021,Bihar,Muzaffarpur,4.38,4.27,0.11,2.47,STABLE
2024,2023,Chhattisgarh,Dhamtari,3.37,3.26,0.11,3.32,STABLE
2023,2022,Chhattisgarh,GRP Raipur,0.11,0.0,0.11,,STABLE
2024,2023,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,0.64,0.53,0.11,20.69,STABLE
2023,2022,Chhattisgarh,Mungali,1.7,1.59,0.11,6.86,STABLE
2022,2021,Karnataka,K.Railways,0.17,0.06,0.11,203.48,STABLE
2023,2022,Karnataka,Kolar,2.49,2.38,0.11,4.75,STABLE
2023,2022,Tamil Nadu,Ariyalur,2.07,1.96,0.11,5.71,STABLE
2022,2021,Tamil Nadu,Nilgiris,0.36,0.25,0.11,42.45,STABLE
2022,2021,Tamil Nadu,Villupuram,1.55,1.44,0.11,7.34,STABLE
2024,2023,Bihar,Patna Railway,0.1,0.0,0.1,,STABLE
2024,2023,Chhattisgarh,GRP Raipur,0.21,0.11,0.1,98.0,STABLE
2022,2021,Delhi,Metro,0.19,0.09,0.1,101.18,STABLE
2024,2023,Delhi,Metro,0.19,0.09,0.1,101.18,STABLE
2022,2021,Jharkhand,Dhanbad,4.73,4.63,0.1,2.11,STABLE
2024,2023,Jharkhand,Hazaribagh,7.82,7.72,0.1,1.29,STABLE
2022,2021,Maharashtra,Sindhudurg,1.33,1.23,0.1,8.3,STABLE
2023,2022,Maharashtra,Sindhudurg,1.43,1.33,0.1,7.48,STABLE
2024,2023,Tamil Nadu,Coimbatore City,1.16,1.06,0.1,9.83,STABLE
2024,2023,Tamil Nadu,Namakkal,0.6,0.5,0.1,19.14,STABLE
2024,2023,Tamil Nadu,Nilgiris,0.14,0.04,0.1,287.79,STABLE
2022,2021,Uttar Pradesh,GRP,0.16,0.06,0.1,146.92,STABLE
2023,2022,West Bengal,Kolkata,17.02,16.92,0.1,0.59,STABLE
2022,2021,Bihar,Lakhisarai,3.04,2.95,0.09,2.92,STABLE
2023,2022,Bihar,Motihari,7.01,6.92,0.09,1.35,STABLE
2022,2021,Bihar,Nalanda,4.8,4.71,0.09,1.82,STABLE
2023,2022,Delhi,IGI Airport,0.47,0.38,0.09,24.41,STABLE
2022,2021,Kerala,Kottayam,8.72,8.63,0.09,1.02,STABLE
2023,2022,Tamil Nadu,Madurai City,2.92,2.83,0.09,3.06,STABLE
2022,2021,Bihar,Supaul,1.48,1.4,0.08,5.39,STABLE
2023,2022,Haryana,Charkhi Dadri,8.1,8.02,0.08,0.95,STABLE
2022,2021,Jammu & Kashmir,Anantnag,2.1,2.02,0.08,4.2,STABLE
2023,2022,Rajasthan,GRP Ajmer,0.24,0.16,0.08,49.11,STABLE
2023,2022,Sikkim,Gyalshing (West),0.16,0.08,0.08,95.11,STABLE
2023,2022,Sikkim,Soreng (West),0.08,0.0,0.08,,STABLE
2022,2021,Tamil Nadu,Erode,0.54,0.46,0.08,16.53,STABLE
2023,2022,Tamil Nadu,Tiruppattur,0.4,0.32,0.08,23.11,STABLE
2023,2022,Telangana,Siddipet Commissionerate,9.12,9.04,0.08,0.89,STABLE
2024,2023,Assam,GRP,0.15,0.08,0.07,98.72,STABLE
2022,2021,Bihar,Naugachia,0.62,0.55,0.07,11.78,STABLE
2022,2021,Gujarat,Dang,0.1,0.03,0.07,189.44,STABLE
2024,2023,Gujarat,Dang,0.14,0.07,0.07,102.61,STABLE
2024,2023,Gujarat,Gir Somnath,1.11,1.04,0.07,7.09,STABLE
2022,2021,Gujarat,Mehsana,2.76,2.69,0.07,2.42,STABLE
2022,2021,Haryana,Charkhi Dadri,8.02,7.95,0.07,0.88,STABLE
2023,2022,Tamil Nadu,Chengalpattu,0.47,0.4,0.07,18.35,STABLE
2023,2022,Tamil Nadu,Railway Trichy,0.07,0.0,0.07,,STABLE
2023,2022,Tamil Nadu,Salem City,0.42,0.35,0.07,20.13,STABLE
2022,2021,Tamil Nadu,Thirunelveli City,0.36,0.29,0.07,24.65,STABLE
2024,2023,Uttar Pradesh,Ayodhya,1.59,1.52,0.07,4.42,STABLE
2023,2022,Uttar Pradesh,GRP,0.23,0.16,0.07,41.98,STABLE
2022,2021,Uttar Pradesh,Kasganj,5.38,5.31,0.07,1.25,STABLE
2024,2023,West Bengal,Kharagpur GRP,0.07,0.0,0.07,,STABLE
2023,2022,Chhattisgarh,Sukma,0.64,0.58,0.06,9.72,STABLE
2022,2021,Karnataka,Belagavi City,5.38,5.32,0.06,1.1,STABLE
2024,2023,Madhya Pradesh,Indore Railway,0.12,0.06,0.06,103.74,STABLE
2022,2021,Maharashtra,Pune Railway,0.06,0.0,0.06,,STABLE
2022,2021,Odisha,SRP(Cuttack),0.06,0.0,0.06,,STABLE
2024,2023,Odisha,SRP(Cuttack),0.12,0.06,0.06,96.63,STABLE
2024,2023,Odisha,SRP(Rourkela),0.06,0.0,0.06,,STABLE
2022,2021,Punjab,Bureau of Investigation,0.06,0.0,0.06,,STABLE
2024,2023,Punjab,Bureau of Investigation,0.12,0.06,0.06,102.02,STABLE
2023,2022,Punjab,GRP,0.06,0.0,0.06,,STABLE
2024,2023,Punjab,GRP,0.12,0.06,0.06,102.02,STABLE
2024,2023,Tamil Nadu,Nagapattinam,0.65,0.59,0.06,9.85,STABLE
2022,2021,Chhattisgarh,Sukma,0.58,0.53,0.05,9.37,STABLE
2023,2022,Gujarat,Rajkot Rural,2.22,2.17,0.05,2.24,STABLE
2022,2021,Karnataka,K.G.F.,1.06,1.01,0.05,5.13,STABLE
2022,2021,Tamil Nadu,Chennai,2.69,2.64,0.05,1.95,STABLE
2022,2021,West Bengal,Jhargram,2.38,2.33,0.05,2.12,STABLE
2022,2021,Madhya Pradesh,Chhatarpur,11.64,11.6,0.04,0.39,STABLE
2022,2021,Rajasthan,GRP Ajmer,0.16,0.12,0.04,32.54,STABLE
2023,2022,Rajasthan,GRP Jodhpur,0.04,0.0,0.04,,STABLE
2024,2023,Tamil Nadu,Erode,0.39,0.35,0.04,12.21,STABLE
2022,2021,Uttar Pradesh,Bhadohi,1.04,1.0,0.04,3.55,STABLE
2023,2022,West Bengal,Kalimpong,0.52,0.48,0.04,9.44,STABLE
2023,2022,Andhra Pradesh,Guntakal Railway,0.05,0.02,0.03,121.37,STABLE
2023,2022,Bihar,Katihar Railway,0.03,0.0,0.03,,STABLE
2022,2021,Bihar,Muzaffarpur Railway,0.03,0.0,0.03,,STABLE
2022,2021,Gujarat,Ahmedabad Rural,0.86,0.83,0.03,3.72,STABLE
2023,2022,Kerala,Railways,0.03,0.0,0.03,,STABLE
