Year,prev_year,State,District,current_crime_rate,prev_crime_rate,yoy_absolute_change,yoy_percent_change,trend_direction
2023,2022,Bihar,Bagaha,1.66,2.15,-0.49,-22.91,STABLE
2024,2023,Bihar,Naugachia,0.72,1.21,-0.49,-40.36,STABLE
2023,2022,Madhya Pradesh,Chhatarpur,11.15,11.64,-0.49,-4.25,STABLE
2022,2021,Maharashtra,Thane Commr.,19.23,19.72,-0.49,-2.5,STABLE
2022,2021,Jharkhand,Chatra,3.92,4.42,-0.5,-11.3,STABLE
2023,2022,Karnataka,Belagavi District,8.01,8.51,-0.5,-5.93,STABLE
2022,2021,West Bengal,Islampur,4.14,4.64,-0.5,-10.75,STABLE
2022,2021,Bihar,Bhojpur,3.63,4.14,-0.51,-12.39,STABLE
2024,2023,Tamil Nadu,Thirunelveli City,0.25,0.76,-0.51,-67.02,STABLE
2023,2022,Gujarat,Devbhumi Dwarka,1.07,1.59,-0.52,-32.67,STABLE
2022,2021,West Bengal,Bangaon,14.87,15.39,-0.52,-3.36,STABLE
2024,2023,Assam,Charaideo,1.06,1.59,-0.53,-33.13,STABLE
2022,2021,Chhattisgarh,Janjgir,5.36,5.89,-0.53,-8.94,STABLE
2022,2021,Kerala,Kollam Rural,8.02,8.55,-0.53,-6.15,STABLE
2022,2021,Madhya Pradesh,Niwari,3.18,3.71,-0.53,-14.3,STABLE
2023,2022,Tamil Nadu,Cuddalore,1.94,2.47,-0.53,-21.44,STABLE
2023,2022,Tripura,Sipahijala,4.08,4.61,-0.53,-11.47,STABLE
2024,2023,Uttarakhand,Uttarkashi,1.58,2.11,-0.53,-25.03,STABLE
2023,2022,Madhya Pradesh,Tikamgarh,6.56,7.1,-0.54,-7.61,STABLE
2022,2021,Maharashtra,Ratnagiri,1.18,1.72,-0.54,-31.51,STABLE
2024,2023,Punjab,Ferozepur,2.61,3.15,-0.54,-17.1,STABLE
2023,2022,Uttarakhand,Pithoragarh,4.14,4.68,-0.54,-11.48,STABLE
2023,2022,Kerala,Kannur Rural,4.17,4.72,-0.55,-11.69,STABLE
2023,2022,Maharashtra,Raigad,2.05,2.6,-0.55,-21.29,STABLE
2022,2021,Odisha,Sonepur,2.5,3.05,-0.55,-18.07,STABLE
2024,2023,Tamil Nadu,Vellore,0.09,0.64,-0.55,-85.95,STABLE
2023,2022,Uttar Pradesh,Bhadohi,0.49,1.04,-0.55,-52.74,STABLE
2024,2023,Karnataka,Bagalkot,0.87,1.43,-0.56,-39.01,STABLE
2022,2021,Bihar,Kishanganj,3.29,3.86,-0.57,-14.72,STABLE
2023,2022,Gujarat,Amreli,3.39,3.96,-0.57,-14.45,STABLE
2024,2023,Kerala,Trivandrum Commr,4.96,5.53,-0.57,-10.28,STABLE
2023,2022,Tamil Nadu,Sivagangai,1.16,1.73,-0.57,-33.06,STABLE
2022,2021,Tamil Nadu,Thiruvannamalai,0.65,1.23,-0.58,-47.05,STABLE
2024,2023,Tamil Nadu,Trichy City,0.43,1.01,-0.58,-57.46,STABLE
2023,2022,Uttar Pradesh,Badaun,20.51,21.09,-0.58,-2.76,STABLE
2023,2022,Arunachal Pradesh,Lohit,0.6,1.19,-0.59,-49.72,STABLE
2022,2021,Bihar,Jamui,1.63,2.22,-0.59,-26.67,STABLE
2022,2021,Gujarat,Narmada,1.03,1.62,-0.59,-36.44,STABLE
2023,2022,Haryana,Gurugram,48.36,48.95,-0.59,-1.21,STABLE
2023,2022,Jharkhand,Dumka,2.63,3.22,-0.59,-18.43,STABLE
2023,2022,Jharkhand,Gumla,5.09,5.68,-0.59,-10.43,STABLE
2022,2021,Assam,RPO,0.0,0.6,-0.6,-100.0,STABLE
2023,2022,Gujarat,Porbandar,1.63,2.23,-0.6,-26.84,STABLE
2023,2022,Jammu & Kashmir,Kupwara,4.1,4.7,-0.6,-12.69,STABLE
2022,2021,Manipur,Chandel,0.0,0.6,-0.6,-100.0,STABLE
2022,2021,Punjab,Total Districts ,132.52,133.12,-0.6,-0.45,STABLE
2023,2022,Maharashtra,Satara,6.37,6.98,-0.61,-8.7,STABLE
2024,2023,Bihar,Bagaha,1.04,1.66,-0.62,-37.5,STABLE
2022,2021,Bihar,Purnea,4.63,5.25,-0.62,-11.86,STABLE
2022,2021,Gujarat,Kachchh West(B),2.07,2.69,-0.62,-23.19,STABLE
2022,2021,Gujarat,Sabarkantha,1.97,2.59,-0.62,-23.97,STABLE
2022,2021,Jammu & Kashmir,Pulwama,1.24,1.86,-0.62,-33.4,STABLE
2024,2023,Ladakh,Kargil,1.85,2.47,-0.62,-25.11,STABLE
2022,2021,Madhya Pradesh,Damoh,14.17,14.79,-0.62,-4.18,STABLE
2022,2021,Uttar Pradesh,Saharanpur,10.79,11.41,-0.62,-5.47,STABLE
2024,2023,Karnataka,Dakshina Kannada,0.87,1.5,-0.63,-41.93,STABLE
2022,2021,Karnataka,Kodagu,5.02,5.65,-0.63,-11.08,STABLE
2024,2023,Gujarat,Jamnagar,1.65,2.29,-0.64,-28.09,STABLE
2023,2022,Kerala,Malappuram,14.29,14.93,-0.64,-4.26,STABLE
2023,2022,Haryana,Yamunanagar,32.44,33.09,-0.65,-1.95,STABLE
2022,2021,Punjab,Fazilka,5.11,5.76,-0.65,-11.31,STABLE
2024,2023,Tamil Nadu,Sivagangai,0.51,1.16,-0.65,-55.85,STABLE
2024,2023,Tamil Nadu,Trichy,1.48,2.13,-0.65,-30.52,STABLE
2022,2021,Uttar Pradesh,Fatehgarh,5.99,6.64,-0.65,-9.81,STABLE
2023,2022,West Bengal,Darjeeling,2.72,3.37,-0.65,-19.32,STABLE
2023,2022,Bihar,Nalanda,4.14,4.8,-0.66,-13.83,STABLE
2024,2023,Bihar,Sheohar,1.59,2.25,-0.66,-29.42,STABLE
2023,2022,Gujarat,Navsari,0.78,1.44,-0.66,-45.79,STABLE
2022,2021,Jharkhand,Godda,6.29,6.95,-0.66,-9.51,STABLE
2023,2022,Jharkhand,Godda,5.63,6.29,-0.66,-10.48,STABLE
2023,2022,Madhya Pradesh,Rewa,11.4,12.06,-0.66,-5.47,STABLE
2023,2022,Bihar,Bhojpur,2.96,3.63,-0.67,-18.53,STABLE
2024,2023,Bihar,Supaul,1.01,1.68,-0.67,-39.79,STABLE
2024,2023,Jharkhand,Jamshedpur,8.13,8.8,-0.67,-7.59,STABLE
2024,2023,Karnataka,KGF,0.62,1.29,-0.67,-51.88,STABLE
2023,2022,Maharashtra,Buldhana,8.14,8.81,-0.67,-7.59,STABLE
2024,2023,Uttarakhand,Champawat,4.02,4.69,-0.67,-14.26,STABLE
2022,2021,West Bengal,Coochbehar,14.87,15.54,-0.67,-4.34,STABLE
2022,2021,Assam,Majuli,2.04,2.72,-0.68,-24.93,STABLE
2023,2022,Assam,Majuli,1.36,2.04,-0.68,-33.27,STABLE
2023,2022,Assam,Sadia,0.53,1.21,-0.68,-56.12,STABLE
2024,2023,Bihar,Begusarai,1.81,2.49,-0.68,-27.26,STABLE
2023,2022,Karnataka,Raichur,5.86,6.54,-0.68,-10.36,STABLE
2024,2023,Jammu & Kashmir,Baramulla,3.06,3.76,-0.7,-18.59,STABLE
2024,2023,Punjab,Moga,3.14,3.84,-0.7,-18.28,STABLE
2022,2021,Uttar Pradesh,Chitrakoot,5.17,5.87,-0.7,-12.0,STABLE
2023,2022,Andhra Pradesh,Srikakulam,11.84,12.55,-0.71,-5.63,STABLE
2024,2023,Bihar,Nawadah,1.57,2.28,-0.71,-31.26,STABLE
2022,2021,Punjab,Khanna,2.26,2.97,-0.71,-23.91,STABLE
2023,2022,Tamil Nadu,Chennai,1.98,2.69,-0.71,-26.52,STABLE
2022,2021,Bihar,Buxar,2.9,3.62,-0.72,-19.85,STABLE
2023,2022,Gujarat,Mehsana,2.04,2.76,-0.72,-26.19,STABLE
2024,2023,Gujarat,Patan,2.52,3.24,-0.72,-22.12,STABLE
2024,2023,A&N Islands,South Andaman,5.84,6.57,-0.73,-11.15,STABLE
2022,2021,Bihar,Saran,3.56,4.29,-0.73,-17.03,STABLE
2023,2022,Maharashtra,Navi Mumbai,9.01,9.74,-0.73,-7.54,STABLE
2024,2023,Manipur,Bishnupur,0.0,0.73,-0.73,-100.0,STABLE
2023,2022,Odisha,Sonepur,1.77,2.5,-0.73,-29.26,STABLE
2023,2022,Chhattisgarh,Balodbazar,2.02,2.76,-0.74,-26.75,STABLE
2023,2022,Maharashtra,Pune Rural,3.38,4.12,-0.74,-18.0,STABLE
2022,2021,Haryana,Karnal,28.25,29.0,-0.75,-2.58,STABLE
2022,2021,Punjab,Kapurthala,6.08,6.83,-0.75,-10.94,STABLE
2023,2023,Bihar,Aurangabad,1.67,2.43,-0.76,-31.29,STABLE
2022,2021,Maharashtra,Kolhapur,6.64,7.4,-0.76,-10.31,STABLE
2024,2023,Odisha,Gajapati,7.37,8.13,-0.76,-9.31,STABLE
2024,2023,Tamil Nadu,Avadi,0.61,1.37,-0.76,-55.54,STABLE
2022,2021,Arunachal Pradesh,Tirap,0.78,1.55,-0.77,-49.78,STABLE
2023,2022,Punjab,SBS Nagar,2.14,2.91,-0.77,-26.48,STABLE
2023,2022,West Bengal,Purab Medinipur,20.0,20.77,-0.77,-3.71,STABLE
2023,2022,Arunachal Pradesh,Tirap,0.0,0.78,-0.78,-100.0,STABLE
2023,2022,Karnataka,Bagalkot,1.43,2.21,-0.78,-35.26,STABLE
2022,2021,Madhya Pradesh,Tikamgarh,7.1,7.88,-0.78,-9.93,STABLE
2024,2023,Tamil Nadu,Krishnagiri,0.56,1.34,-0.78,-58.26,STABLE
2024,2023,Chhattisgarh,Gariyaband,1.91,2.7,-0.79,-29.38,STABLE
2023,2022,Gujarat,Anand,1.41,2.2,-0.79,-35.97,STABLE
2023,2022,Gujarat,Bhavnagar,2.35,3.14,-0.79,-25.15,STABLE
2023,2022,Punjab,Mansa,4.29,5.08,-0.79,-15.61,STABLE
2024,2023,Bihar,Kaimur(Bhabhua),2.57,3.37,-0.8,-23.7,STABLE
2023,2022,Bihar,Sheohar,2.25,3.05,-0.8,-26.17,STABLE
2023,2022,Himachal Pradesh,Kullu,2.58,3.38,-0.8,-23.57,STABLE
2022,2021,Tripura,Total Districts ,38.11,38.91,-0.8,-2.04,STABLE
2023,2022,Bihar,Muzaffarpur,3.57,4.38,-0.81,-18.55,STABLE
2022,2021,Chhattisgarh,Balrampur,3.44,4.25,-0.81,-19.05,STABLE
2023,2022,Haryana,Kaithal,14.08,14.89,-0.81,-5.46,STABLE
2022,2021,Maharashtra,Amravati Rural,7.23,8.04,-0.81,-10.05,STABLE
2024,2023,Tamil Nadu,Cuddalore,1.13,1.94,-0.81,-41.61,STABLE
2024,2023,Telangana,Narayanpet,0.82,1.63,-0.81,-49.8,STABLE
2023,2022,Uttar Pradesh,Sambhal,10.72,11.53,-0.81,-7.06,STABLE
2022,2021,West Bengal,Murshidabad Police District,34.35,35.16,-0.81,-2.31,STABLE
2024,2023,Assam,Karbi Anglong,1.0,1.82,-0.82,-45.01,STABLE
2023,2022,Karnataka,Koppal,5.94,6.76,-0.82,-12.09,STABLE
2024,2023,Manipur,Kakching,0.0,0.82,-0.82,-100.0,STABLE
2024,2023,Assam,Majuli,0.53,1.36,-0.83,-60.99,STABLE
2024,2023,Gujarat,Morbi,0.45,1.28,-0.83,-64.8,STABLE
2024,2023,Jammu & Kashmir,Handwara,0.42,1.25,-0.83,-66.48,STABLE
2023,2022,Jammu & Kashmir,Reasi,5.25,6.08,-0.83,-13.65,STABLE
2024,2023,Manipur,Thoubal,0.82,1.65,-0.83,-50.24,STABLE
2022,2021,Punjab,Batala,3.45,4.28,-0.83,-19.33,STABLE
2023,2022,Andhra Pradesh,Alluri Sitharama Raju,1.31,2.15,-0.84,-38.95,STABLE
2022,2021,Himachal Pradesh,Chamba,4.19,5.03,-0.84,-16.63,STABLE
2023,2022,Jammu & Kashmir,Bandipora,1.39,2.23,-0.84,-37.59,STABLE
2022,2021,Jammu & Kashmir,Sopore,1.39,2.23,-0.84,-37.59,STABLE
2024,2023,Karnataka,Yadgiri,1.68,2.52,-0.84,-33.35,STABLE
2024,2023,Punjab,Amritsar Rural,1.36,2.2,-0.84,-38.17,STABLE
2024,2023,Tamil Nadu,Ramnathapuram,0.32,1.16,-0.84,-72.3,STABLE
2024,2023,Uttar Pradesh,Deoria,0.45,1.29,-0.84,-65.11,STABLE
2022,2021,Uttarakhand,Pauri Garhwal,6.13,6.97,-0.84,-12.0,STABLE
2022,2021,Chhattisgarh,Mungali,1.59,2.44,-0.85,-34.82,STABLE
2022,2021,Jammu & Kashmir,Kathua,4.09,4.94,-0.85,-17.16,STABLE
2022,2021,Jharkhand,Garhwa,7.63,8.48,-0.85,-10.03,STABLE
2024,2023,Odisha,Baragarh,5.37,6.22,-0.85,-13.73,STABLE
2022,2021,Odisha,Nabarangpur,10.5,11.35,-0.85,-7.5,STABLE
2023,2022,Uttar Pradesh,Lalitpur,4.7,5.55,-0.85,-15.35,STABLE
2022,2021,Kerala,Kannur Rural,4.72,5.58,-0.86,-15.46,STABLE
2023,2022,Odisha,Boudh,2.07,2.93,-0.86,-29.34,STABLE
2023,2022,Tamil Nadu,Nagapattinam,0.59,1.45,-0.86,-59.38,STABLE
2024,2023,Tamil Nadu,Pudukottai,0.11,0.97,-0.86,-88.72,STABLE
2024,2023,Puducherry,Karaikal,0.0,0.87,-0.87,-100.0,STABLE
2023,2022,Arunachal Pradesh,Namsai,0.0,0.88,-0.88,-100.0,STABLE
2024,2023,Arunachal Pradesh,Shiyomi,0.0,0.88,-0.88,-100.0,STABLE
2024,2023,Bihar,Munger,2.92,3.81,-0.89,-23.45,STABLE
2023,2022,Madhya Pradesh,Ratlam,13.75,14.64,-0.89,-6.09,STABLE
2023,2022,Bihar,Katihar,2.44,3.34,-0.9,-26.97,STABLE
2023,2022,Chhattisgarh,Kabirdham,2.28,3.18,-0.9,-28.34,STABLE
2022,2021,Karnataka,Yadgiri,2.69,3.59,-0.9,-24.97,STABLE
2022,2021,Telangana,Karimnagar Commissionerate,7.04,7.94,-0.9,-11.35,STABLE
2023,2022,Andhra Pradesh,Dr BR Ambedkar Konaseema,8.4,9.31,-0.91,-9.73,STABLE
2023,2022,Jharkhand,Jamshedpur,8.8,9.71,-0.91,-9.35,STABLE
2023,2022,Jharkhand,Sahebganj,3.94,4.85,-0.91,-18.83,STABLE
2023,2022,Rajasthan,Jaisalmer,11.55,12.46,-0.91,-7.31,STABLE
2024,2023,Tamil Nadu,Perambalur,1.23,2.15,-0.92,-42.89,STABLE
2023,2022,Kerala,Kollam Rural,7.09,8.02,-0.93,-11.57,STABLE
2023,2022,Maharashtra,Wardha,5.15,6.08,-0.93,-15.34,STABLE
2023,2022,Telangana,Mahabubabad,5.35,6.28,-0.93,-14.81,STABLE
2023,2022,Telangana,Vikarabad,3.24,4.17,-0.93,-22.26,STABLE
2024,2023,Arunachal Pradesh,Kurung Kumey,0.0,0.94,-0.94,-100.0,STABLE
2022,2021,Bihar,Bettiah,3.3,4.24,-0.94,-22.2,STABLE
2024,2023,Madhya Pradesh,Betul,7.78,8.72,-0.94,-10.79,STABLE
2023,2022,Manipur,Ukhrul,0.0,0.95,-0.95,-100.0,STABLE
2021,2021,Bihar,Aurangabad,2.11,3.08,-0.97,-31.52,STABLE
2022,2021,Bihar,Bhagalpur,2.35,3.32,-0.97,-29.23,STABLE
2022,2021,Gujarat,Patan,2.2,3.17,-0.97,-30.62,STABLE
2023,2022,Jammu & Kashmir,Baramulla,3.76,4.73,-0.97,-20.56,STABLE
2023,2022,Tamil Nadu,Trichy,2.13,3.1,-0.97,-31.4,STABLE
2023,2022,Uttarakhand,Almora,2.1,3.07,-0.97,-31.67,STABLE
2022,2021,Bihar,Motihari,6.92,7.9,-0.98,-12.36,STABLE
2023,2022,Jammu & Kashmir,Budgam,3.34,4.32,-0.98,-22.6,STABLE
2023,2022,Rajasthan,Kota Rural,11.9,12.88,-0.98,-7.61,STABLE
2024,2023,Tamil Nadu,Thanjavur,0.83,1.81,-0.98,-54.07,STABLE
2022,2021,Uttar Pradesh,Raibareilly,5.86,6.84,-0.98,-14.28,STABLE
2024,2023,Bihar,Gaya,3.25,4.24,-0.99,-23.3,STABLE
2023,2022,Madhya Pradesh,Agar,4.42,5.42,-1.0,-18.43,STABLE
2024,2023,Tamil Nadu,Dindigul,1.21,2.21,-1.0,-45.36,STABLE
2023,2022,Uttar Pradesh,Khiri,12.77,13.77,-1.0,-7.26,STABLE
2023,2022,A&N Islands,Nicobar,0.0,1.01,-1.01,-100.0,STABLE
2022,2021,A&N Islands,Total Districts ,9.11,10.12,-1.01,-9.97,STABLE
2024,2023,A&N Islands,Total Districts ,9.11,10.12,-1.01,-9.97,STABLE
2022,2021,Bihar,Munger,2.23,3.24,-1.01,-31.22,STABLE
2022,2021,Chhattisgarh,Surajpur,5.04,6.05,-1.01,-16.63,STABLE
2023,2022,Karnataka,Belagavi City,4.37,5.38,-1.01,-18.74,STABLE
2023,2022,Madhya Pradesh,Sheopur,9.48,10.49,-1.01,-9.65,STABLE
2023,2022,Meghalaya,Garo Hills North,0.0,1.01,-1.01,-100.0,STABLE
2023,2022,Meghalaya,Khasi Hills Eastern West,0.0,1.01,-1.01,-100.0,STABLE
2023,2022,Punjab,Batala,2.44,3.45,-1.01,-29.18,STABLE
2024,2023,Punjab,Khanna,0.95,1.96,-1.01,-51.54,STABLE
2023,2022,Uttar Pradesh,Rampur,4.5,5.51,-1.01,-18.33,STABLE
2024,2023,Gujarat,Kheda,1.44,2.46,-1.02,-41.41,STABLE
2023,2022,Karnataka,Bidar,5.36,6.38,-1.02,-16.01,STABLE
2024,2023,Madhya Pradesh,Tikamgarh,5.54,6.56,-1.02,-15.53,STABLE
2023,2022,Maharashtra,Dhule,15.98,17.0,-1.02,-6.01,STABLE
2024,2023,Punjab,Barnala,3.21,4.23,-1.02,-24.19,STABLE
2023,2022,Punjab,Fatehgarh Sahib,7.24,8.26,-1.02,-12.33,STABLE
2022,2021,Manipur,Thoubal,1.03,2.06,-1.03,-49.99,STABLE
2023,2022,Mizoram,Kolasib,1.04,2.07,-1.03,-49.8,STABLE
2023,2022,Uttar Pradesh,Mau,1.89,2.92,-1.03,-35.21,STABLE
2024,2023,Andhra Pradesh,West Godavari,1.92,2.96,-1.04,-35.13,STABLE
2024,2023,Bihar,Bettiah,2.81,3.85,-1.04,-27.01,STABLE
2022,2021,Himachal Pradesh,Mandi,4.61,5.65,-1.04,-18.46,STABLE
2024,2023,Mizoram,Kolasib,0.0,1.04,-1.04,-100.0,STABLE
2023,2022,Uttar Pradesh,Kannauj,27.3,28.34,-1.04,-3.69,STABLE
2022,2021,Maharashtra,Aurangabad Commr.,8.95,10.01,-1.06,-10.57,STABLE
2022,2021,Gujarat,Bharuch,2.35,3.42,-1.07,-31.28,STABLE
2023,2022,Punjab,CP Jalandhar,7.96,9.03,-1.07,-11.84,STABLE
2022,2021,Punjab,Ropar,2.08,3.15,-1.07,-33.93,STABLE
2022,2021,Telangana,Siddipet Commissionerate,9.04,10.11,-1.07,-10.58,STABLE
2024,2023,Maharashtra,Mira Bhayandar Vasai Virar Commr,13.17,14.25,-1.08,-7.59,STABLE
2022,2021,Bihar,Gopalganj,2.24,3.33,-1.09,-32.66,STABLE
2023,2022,Karnataka,Shimoga,5.11,6.2,-1.09,-17.6,STABLE
2024,2023,Punjab,Tarn Taran,1.55,2.64,-1.09,-41.3,STABLE
2024,2023,Assam,Baksa,1.01,2.11,-1.1,-52.02,STABLE
2024,2023,Gujarat,Panchmahal,1.04,2.14,-1.1,-51.45,STABLE
2022,2021,Jharkhand,Hazaribagh,7.17,8.27,-1.1,-13.32,STABLE
2023,2022,Maharashtra,Chandrapur,8.56,9.66,-1.1,-11.43,STABLE
2023,2022,Maharashtra,Nandurbar,5.86,6.96,-1.1,-15.85,STABLE
2023,2022,Manipur,Bishnupur,0.73,1.83,-1.1,-60.14,STABLE
2022,2021,Rajasthan,Nagaur,20.35,21.45,-1.1,-5.14,STABLE
2022,2022,Bihar,Aurangabad,2.42,3.53,-1.11,-31.37,STABLE
2023,2022,Chhattisgarh,Balod,1.22,2.33,-1.11,-47.71,STABLE
2024,2023,Gujarat,Kachchh East(G),1.38,2.49,-1.11,-44.52,STABLE
2024,2023,Karnataka,Chikkaballapura,2.56,3.67,-1.11,-30.28,STABLE
2023,2022,Maharashtra,Pimpri Chinchwad City,11.91,13.02,-1.11,-8.54,STABLE
2024,2023,Bihar,Samastipur,1.22,2.35,-1.13,-48.01,STABLE
2024,2023,Uttar Pradesh,Sant Kabirnagar,2.75,3.89,-1.14,-29.27,STABLE
2023,2022,Andhra Pradesh,Anakapalli,6.03,7.18,-1.15,-16.05,STABLE
2023,2022,Andhra Pradesh,NTR,27.26,28.41,-1.15,-4.06,STABLE
2024,2023,Bihar,Bhagalpur,2.23,3.38,-1.15,-33.98,STABLE
2023,2022,Haryana,Rohtak,26.55,27.7,-1.15,-4.14,STABLE
2023,2022,Himachal Pradesh,Sirmaur,6.07,7.22,-1.15,-15.94,STABLE
2024,2023,Maharashtra,Solapur Rural,3.95,5.1,-1.15,-22.48,STABLE
2022,2021,Telangana,Cyberabad Commissionerate,37.85,39.0,-1.15,-2.96,STABLE
2022,2021,Tripura,Sipahijala,4.61,5.76,-1.15,-19.97,STABLE
2022,2021,Chandigarh,Chandigarh,9.39,10.55,-1.16,-10.96,STABLE
2022,2021,Chandigarh,Total Districts ,9.39,10.55,-1.16,-10.96,STABLE
2022,2021,Madhya Pradesh,Shivpuri,12.54,13.7,-1.16,-8.49,STABLE
2023,2022,West Bengal,Malda,19.32,20.48,-1.16,-5.65,STABLE
2024,2023,Chhattisgarh,Kabirdham,1.11,2.28,-1.17,-51.32,STABLE
2022,2021,Kerala,Kannur City,6.27,7.44,-1.17,-15.78,STABLE
2024,2023,Madhya Pradesh,Niwari,1.83,3.0,-1.17,-39.08,STABLE
2022,2021,Rajasthan,Bhiwadi,25.43,26.6,-1.17,-4.39,STABLE
2023,2022,Assam,Hailakandi,16.49,17.67,-1.18,-6.7,STABLE
2022,2021,Himachal Pradesh,Shimla,2.99,4.17,-1.18,-28.23,STABLE
2023,2022,Telangana,Mulug,0.93,2.11,-1.18,-55.97,STABLE
2024,2023,Punjab,Batala,1.25,2.44,-1.19,-48.67,STABLE
2024,2023,Punjab,SBS Nagar,0.95,2.14,-1.19,-55.57,STABLE
2024,2023,Assam,Bajali,1.06,2.26,-1.2,-53.19,STABLE
2022,2021,Himachal Pradesh,Solan,1.5,2.7,-1.2,-44.39,STABLE
2024,2023,Karnataka,Haveri,1.85,3.05,-1.2,-39.3,STABLE
2023,2022,West Bengal,Krishnagar,16.18,17.38,-1.2,-6.89,STABLE
2024,2023,Assam,Biswanath,2.72,3.93,-1.21,-30.7,STABLE
2022,2021,Assam,Hamren,0.68,1.89,-1.21,-63.96,STABLE
2024,2023,Assam,Hojai,6.26,7.47,-1.21,-16.23,STABLE
2024,2023,Bihar,Rohtas,2.23,3.44,-1.21,-35.12,STABLE
2024,2023,Gujarat,Mehsana,0.83,2.04,-1.21,-59.28,STABLE
2024,2023,Jharkhand,Koderma,1.76,2.97,-1.21,-40.8,STABLE
2023,2022,Kerala,Kasargod,4.25,5.46,-1.21,-22.18,STABLE
2023,2022,Assam,Golaghat,3.67,4.89,-1.22,-24.95,STABLE
2023,2022,Chhattisgarh,Raipur,5.2,6.42,-1.22,-18.99,STABLE
2022,2021,Jharkhand,Bokaro,5.78,7.0,-1.22,-17.42,STABLE
2023,2022,Jharkhand,Deoghar,4.14,5.36,-1.22,-22.79,STABLE
2022,2021,Maharashtra,Gadchiroli,2.51,3.73,-1.22,-32.67,STABLE
2024,2023,Bihar,Siwan,1.15,2.38,-1.23,-51.6,STABLE
2023,2022,Maharashtra,Kolhapur,5.41,6.64,-1.23,-18.53,STABLE
2024,2023,Gujarat,Kachchh West(B),1.14,2.38,-1.24,-52.18,STABLE
2024,2023,Jammu & Kashmir,Pulwama,0.62,1.86,-1.24,-66.7,STABLE
2023,2022,Kerala,Pathanamthitta,8.93,10.17,-1.24,-12.17,STABLE
2022,2021,Telangana,Khammam Commissionerate,8.45,9.69,-1.24,-12.77,STABLE
2024,2023,Bihar,Muzaffarpur,2.32,3.57,-1.25,-34.98,STABLE
2023,2022,Karnataka,Chikkaballapura,3.67,4.92,-1.25,-25.39,STABLE
2022,2021,Punjab,Ferozepur,2.49,3.74,-1.25,-33.46,STABLE
2022,2021,Haryana,Sonipat,31.72,32.98,-1.26,-3.83,STABLE
2023,2022,Assam,Dhemaji,6.84,8.11,-1.27,-15.67,STABLE
2024,2023,Mizoram,Hnahthial,0.0,1.27,-1.27,-100.0,STABLE
2022,2021,Mizoram,Khawzawl,0.0,1.27,-1.27,-100.0,STABLE
2023,2022,Telangana,Ramagundam Commissionerate,15.74,17.01,-1.27,-7.46,STABLE
2023,2022,Assam,Charaideo,1.59,2.87,-1.28,-44.57,STABLE
2024,2023,Bihar,Saharsa,0.69,1.97,-1.28,-64.93,STABLE
2024,2023,Gujarat,Sabarkantha,0.59,1.87,-1.28,-68.38,STABLE
2024,2023,Odisha,Jagatsinghpur,7.69,8.97,-1.28,-14.28,STABLE
2023,2022,Punjab,Kapurthala,4.8,6.08,-1.28,-21.06,STABLE
2023,2022,Rajasthan,Dausa,25.06,26.34,-1.28,-4.84,STABLE
2024,2023,Bihar,Araria,2.85,4.14,-1.29,-31.23,STABLE
2024,2023,Gujarat,Bharuch,1.57,2.86,-1.29,-45.09,STABLE
2023,2022,Maharashtra,Yavatmal,13.33,14.62,-1.29,-8.8,STABLE
2023,2022,Madhya Pradesh,Narsinghpur,9.13,10.43,-1.3,-12.42,STABLE
2023,2022,Uttar Pradesh,Ayodhya,1.52,2.82,-1.3,-46.07,STABLE
2023,2022,Uttar Pradesh,Gautambudh Nagar,10.17,11.47,-1.3,-11.33,STABLE
2024,2023,Jharkhand,Bokaro,2.11,3.42,-1.31,-38.22,STABLE
2024,2023,Maharashtra,Pune Rural,2.07,3.38,-1.31,-38.67,STABLE
2023,2022,Chhattisgarh,Koriya,3.43,4.75,-1.32,-27.8,STABLE
2023,2022,Himachal Pradesh,Kangra,2.71,4.03,-1.32,-32.77,STABLE
2023,2022,Assam,Lakhimpur,12.52,13.85,-1.33,-9.61,STABLE
2022,2021,Delhi,SPUWAC,4.53,5.86,-1.33,-22.64,STABLE
2024,2023,Jharkhand,Godda,4.3,5.63,-1.33,-23.58,STABLE
2023,2022,Jharkhand,Koderma,2.97,4.31,-1.34,-31.05,STABLE
2022,2021,Odisha,Gajapati,7.37,8.73,-1.36,-15.56,STABLE
2023,2022,Assam,Baksa,2.11,3.48,-1.37,-39.33,STABLE
2024,2023,Karnataka,Dharwad,0.47,1.84,-1.37,-74.4,STABLE
2023,2022,Madhya Pradesh,Panna,13.0,14.37,-1.37,-9.54,STABLE
2023,2022,West Bengal,Jalpaiguri,6.22,7.59,-1.37,-18.04,STABLE
2023,2022,Chhattisgarh,Sarangarh-Bilaigarh,1.54,2.92,-1.38,-47.2,STABLE
2023,2022,Madhya Pradesh,Burhanpur,15.6,16.98,-1.38,-8.14,STABLE
2022,2021,Mizoram,Champhai,0.0,1.38,-1.38,-100.0,STABLE
2023,2022,Maharashtra,Sangli,6.19,7.58,-1.39,-18.34,STABLE
2024,2023,Punjab,Kapurthala,3.41,4.8,-1.39,-28.96,STABLE
2024,2023,Tamil Nadu,Dharmapuri,0.4,1.79,-1.39,-77.64,STABLE
2023,2022,Tamil Nadu,Karur,0.65,2.04,-1.39,-68.17,STABLE
2022,2021,Haryana,Hissar,29.22,30.62,-1.4,-4.58,STABLE
2022,2021,Haryana,Mahendergarh,10.38,11.78,-1.4,-11.87,STABLE
